'tain	tɛ̃
revernirons	ʁəvɛʁniʁɔ̃
reverniront	ʁəvɛʁniʁɔ̃
revernis	ʁəvɛʁni
revernissaient	ʁəvɛʁnisɛ
revernissais	ʁəvɛʁnisɛ
revernissait	ʁəvɛʁnisɛ
revernissant	ʁəvɛʁnisɑ̃
revernisse	ʁəvɛʁnis
revernissent	ʁəvɛʁnis
revernisses	ʁəvɛʁnis
revernissez	ʁəvɛʁnise
revernissiez	ʁəvɛʁnisje
revernissions	ʁəvɛʁnisjɔ̃
revernissons	ʁəvɛʁnisɔ̃
revernit	ʁəvɛʁni
revernîmes	ʁəvɛʁnim
revernît	ʁəvɛʁni
revernîtes	ʁəvɛʁnit
revers	ʁəvɛʁ
reversa	ʁəvɛʁsa
reversai	ʁəvɛʁse
reversaient	ʁəvɛʁsɛ
reversais	ʁəvɛʁsɛ
reversait	ʁəvɛʁsɛ
reversant	ʁəvɛʁsɑ̃
reversas	ʁəvɛʁsɑ
reversasse	ʁəvɛʁsas
reversassent	ʁəvɛʁsas
reversasses	ʁəvɛʁsas
reversassiez	ʁəvɛʁsasje
reversassions	ʁəvɛʁsasjɔ̃
reverse	ʁəvɛʁs
reversent	ʁəvɛʁs
reverser	ʁəvɛʁse
reversera	ʁəvɛʁsəʁa
reverserai	ʁəvɛʁsəʁe
reverseraient	ʁəvɛʁsəʁɛ
reverserais	ʁəvɛʁsəʁɛ
reverserait	ʁəvɛʁsəʁɛ
reverseras	ʁəvɛʁsəʁɑ
reverserez	ʁəvɛʁsəʁe
reverseriez	ʁəvɛʁsəʁje
reverserions	ʁəvɛʁsəʁjɔ̃
reverserons	ʁəvɛʁsəʁɔ̃
reverseront	ʁəvɛʁsəʁɔ̃
reverses	ʁəvɛʁs
reversez	ʁəvɛʁse
reversiez	ʁəvɛʁsje
reversions	ʁəvɛʁsjɔ̃
reversons	ʁəvɛʁsɔ̃
reversâmes	ʁəvɛʁsɑm
reversât	ʁəvɛʁsɑ
reversâtes	ʁəvɛʁsɑt
reversèrent	ʁəvɛʁsɛʁ
reversé	ʁəvɛʁse
reveuille	ʁəvœj
revigora	ʁəviɡɔʁa
revigorai	ʁəviɡɔʁe
revigoraient	ʁəviɡɔʁɛ
revigorais	ʁəviɡɔʁɛ
revigorait	ʁəviɡɔʁɛ
revigorant	ʁəviɡɔʁɑ̃
revigorante	ʁəviɡɔʁɑ̃t
revigorantes	ʁəviɡɔʁɑ̃t
revigoras	ʁəviɡɔʁɑ
revigorasse	ʁəviɡɔʁas
revigorassent	ʁəviɡɔʁas
revigorasses	ʁəviɡɔʁas
revigorassiez	ʁəviɡɔʁasje
revigorassions	ʁəviɡɔʁasjɔ̃
revigore	ʁəviɡɔʁ
revigorent	ʁəviɡɔʁ
revigorer	ʁəviɡɔʁe
revigorera	ʁəviɡɔʁəʁa
revigorerai	ʁəviɡɔʁəʁe
revigoreraient	ʁəviɡɔʁəʁɛ
revigorerais	ʁəviɡɔʁəʁɛ
revigorerait	ʁəviɡɔʁəʁɛ
revigoreras	ʁəviɡɔʁəʁɑ
revigorerez	ʁəviɡɔʁəʁe
revigoreriez	ʁəviɡɔʁəʁje
revigorerions	ʁəviɡɔʁəʁjɔ̃
revigorerons	ʁəviɡɔʁəʁɔ̃
revigoreront	ʁəviɡɔʁəʁɔ̃
revigores	ʁəviɡɔʁ
revigorez	ʁəviɡɔʁe
revigoriez	ʁəviɡɔʁje
revigorions	ʁəviɡɔʁjɔ̃
revigorons	ʁəviɡɔʁɔ̃
revigorâmes	ʁəviɡɔʁɑm
revigorât	ʁəviɡɔʁɑ
revigorâtes	ʁəviɡɔʁɑt
revigorèrent	ʁəviɡɔʁɛʁ
revigoré	ʁəviɡɔʁe
revisitante	ʁəvizitɑ̃t
revisiter	ʁəvizite
revisser	ʁəvise
revitaliser	ʁəvitalize
revivre	ʁəvivʁ
revoici	ʁəvwasi
revoilà	ʁəvwala
revoir	ʁəvwaʁ
revoler	ʁəvɔle
revolver	ʁevɔlvɛʁ
revouloir	ʁəvulwaʁ
revu	ʁəvy
revue	ʁəvy
revues	ʁəvy
revérifier	ʁəveʁifje
revêche	ʁəvɛʃ
revêt	ʁəvɛ
revêtaient	ʁəvɛtɛ
revêtais	ʁəvɛtɛ
revêtait	ʁəvɛtɛ
revêtant	ʁəvɛtɑ̃
revête	ʁəvɛt
revêtement	ʁəvɛtmɑ̃
revêtent	ʁəvɛt
revêtes	ʁəvɛt
revêtez	ʁəvɛte
revêtiez	ʁəvɛtje
revêtions	ʁəvɛtjɔ̃
revêtir	ʁəvetiʁ
revêtir	ʁəvɛtiʁ
revêtira	ʁəvɛtiʁa
revêtirai	ʁəvɛtiʁe
revêtiraient	ʁəvɛtiʁɛ
revêtirais	ʁəvɛtiʁɛ
revêtirait	ʁəvɛtiʁɛ
revêtiras	ʁəvɛtiʁɑ
revêtirent	ʁəvɛtiʁ
revêtirez	ʁəvɛtiʁe
revêtiriez	ʁəvɛtiʁje
revêtirions	ʁəvɛtiʁjɔ̃
revêtirons	ʁəvɛtiʁɔ̃
revêtiront	ʁəvɛtiʁɔ̃
revêtis	ʁəvɛti
revêtisse	ʁəvɛtis
revêtissent	ʁəvɛtis
revêtisses	ʁəvɛtis
revêtissiez	ʁəvɛtisje
revêtissions	ʁəvɛtisjɔ̃
revêtit	ʁəvɛti
revêtons	ʁəvɛtɔ̃
revêts	ʁəvɛ
revêtu	ʁəvɛty
revêtîmes	ʁəvɛtim
revêtît	ʁəvɛti
revêtîtes	ʁəvɛtit
rexisme	ʁɛksism
rexiste	ʁɛksist
reykjavík	ʁɛkjavik
reynaud	reno
rez	ʁe
reçoir	ʁəswaʁ
reçu	ʁəsy
reçues	ʁəsy
reçûtes	ʁəsyt
reître	ʁɛtʁ
rhabdomyome	ʁabdɔmjom
rhabiller	ʁabije
rhapsode	ʁapsɔd
rhexistasie	ʁɛksistati
rhin	ʁɛ̃
rhino	ʁino
rhinocéros	ʁinɔseʁɔs
rhinopharyngite	ʁinɔfaʁɛ̃ʒit
rhinorrhée	ʁinɔʁe
rhodanien	ʁɔdanjɛ̃
rhodanienne	ʁɔdanjɛn
rhodes	ʁɔd
rhodique	ʁɔdik
rhodiques	ʁɔdik
rhodium	ʁɔdjɔm
rhododendron	ʁododɛ̃dʁɔ̃
rhodonite	ʁɔdɔnit
rhodésie	ʁɔdezi
rhombe	ʁɔ̃b
rhomboïde	ʁɔ̃bɔid
rhotacisme	ʁɔtasism
rhubarbe	ʁybaʁb
rhum	ʁɔm
rhumatisme	ʁymatizm
rhume	ʁym
rhumerie	ʁɔmʁi
rhème	ʁɛm
rhéa	ʁea
rhénan	ʁenɑ̃
rhénium	ʁenjɔm
rhéométrique	ʁeɔmetʁik
rhésus	ʁezys
rhéteur	ʁetœʁ
rhétoricien	ʁetɔʁisjɛ̃
rhétoricienne	ʁetɔʁisjɛn
rhétorique	ʁetɔʁik
rhétoriquement	ʁetɔʁikmɑ̃
rhétrice	ʁetʁis
rhô	ʁo
rhônalpine	ʁonalpin
rhône	ʁon
ri	ʁi
riabilité	ʁjabilite
riant	ʁijɑ̃
riants	ʁijɑ̃
ribambelle	ʁibɑ̃bɛl
ribaude	ʁibod
ribaudequin	ʁibodkɛ̃
ribaudequins	ʁibodkɛ̃
ribote	ʁibɔt
ribouis	ʁibwi
ribouler	ʁibule
ricaner	ʁikane
ricard	ʁikaʁ
richard	ʁiʃaʁ
riche	ʁiʃ
richelieu	ʁiʃəljø
richement	ʁiʃmɑ̃
riches	ʁiʃ
richesse	ʁiʃɛs
ricil	ʁisil
ricochet	ʁikɔʃɛ
ricotta	ʁikɔta
rictus	ʁiktys
ricœur	ʁikœʁ
rida	ʁida
ridai	ʁide
ridaient	ʁidɛ
ridais	ʁidɛ
ridait	ʁidɛ
ridant	ʁidɑ̃
ridas	ʁidɑ
ridasse	ʁidas
ridassent	ʁidas
ridasses	ʁidas
ridassiez	ʁidasje
ridassions	ʁidasjɔ̃
ride	ʁid
rideau	ʁido
ridelle	ʁidɛl
rident	ʁid
rider	ʁajde
rider	ʁide
ridera	ʁidʁa
riderai	ʁidʁe
rideraient	ʁidʁɛ
riderais	ʁidʁɛ
riderait	ʁidʁɛ
rideras	ʁidʁɑ
riderez	ʁidʁe
rideriez	ʁidəʁje
riderions	ʁidəʁjɔ̃
riderons	ʁidʁɔ̃
rideront	ʁidʁɔ̃
ridez	ʁide
ridicule	ʁidikyl
ridiculement	ʁidikylmɑ̃
ridiculiser	ʁidikylize
ridiez	ʁidje
ridions	ʁidjɔ̃
ridons	ʁidɔ̃
ridâmes	ʁidɑm
ridât	ʁidɑ
ridâtes	ʁidɑt
ridèrent	ʁidɛʁ
ridé	ʁide
rie	ʁi
riemannienne	ʁimanjɛn
rien	ʁjɛ̃
riesling	ʁisliŋ
rieti	ʁjeti
rieur	ʁiœʁ
rieur	ʁjœʁ
rieuse	ʁjøz
rifaine	ʁifɛn
riflard	ʁiflaʁ
rifle	ʁifl
rifodé	ʁifɔde
riga	ʁiɡa
rigide	ʁiʒid
rigolade	ʁiɡɔlɑd
rigolades	ʁiɡɔlɑd
rigolasse	ʁiɡɔlas
rigolasses	ʁiɡɔlas
rigole	ʁiɡɔl
rigoler	ʁiɡɔle
rigolo	ʁiɡɔlo
rigolos	ʁiɡɔlo
rigolote	ʁiɡɔlɔt
rigolotes	ʁiɡɔlɔt
rigoureux	ʁiɡuʁø
riions	ʁijɔ̃
rikiki	ʁikiki
rima	ʁima
rimai	ʁime
rimaient	ʁimɛ
rimais	ʁimɛ
rimait	ʁimɛ
rimant	ʁimɑ̃
rimas	ʁimɑ
rimasse	ʁimas
rimassent	ʁimas
rimasses	ʁimas
rimassiez	ʁimasje
rimassions	ʁimasjɔ̃
rimaye	ʁimaj
rimaye	ʁimɛ
rimbaldien	ʁɛ̃baldjɛ̃
rimbaldienne	ʁɛ̃baldjɛn
rimbaud	ʁɛ̃bo
rime	ʁim
riment	ʁim
rimer	ʁime
rimera	ʁimʁa
rimerai	ʁimʁe
rimeraient	ʁimʁɛ
rimerais	ʁimʁɛ
rimerait	ʁimʁɛ
rimeras	ʁimʁɑ
rimerez	ʁimʁe
rimeriez	ʁiməʁje
rimerions	ʁiməʁjɔ̃
rimerons	ʁimʁɔ̃
rimeront	ʁimʁɔ̃
rimes	ʁim
rimez	ʁime
rimiez	ʁimje
rimini	ʁimini
rimions	ʁimjɔ̃
rimmel	ʁimɛl
rimons	ʁimɔ̃
rimâmes	ʁimɑm
rimât	ʁimɑ
rimâtes	ʁimɑt
rimèrent	ʁimɛʁ
rimé	ʁime
rincer	ʁɛ̃se
ring	ʁiŋɡ
ringard	ʁɛ̃ɡaʁ
ringarde	ʁɛ̃ɡaʁd
rinçage	ʁɛ̃saʒ
rinçure	ʁɛ̃syʁ
riocher	ʁijɔʃe
riotte	ʁjɔt
ripailler	ʁipaje
ripe	ʁip
riper	ʁipe
ripoliner	ʁipɔline
riposte	ʁipɔst
riposter	ʁipɔste
ripou	ʁipu
ripoue	ʁipu
riquiqui	ʁikiki
rire	ʁiʁ
ris	ʁi
risa	ʁisa
risette	ʁizɛt
risible	ʁizibl
risotto	ʁizɔto
risque	ʁisk
risquer	ʁiske
risqueuse	ʁiskøz
rissoler	ʁisɔle
ristourne	ʁistuʁn
risée	ʁize
risées	ʁize
rit	ʁi
rital	ʁital
ritale	ʁital
rite	ʁit
ritournelle	ʁituʁnɛl
rivage	ʁivaʒ
rivages	ʁivaʒ
rival	ʁival
rivaliser	ʁivalize
rive	ʁiv
river	ʁive
riverain	ʁivʁɛ̃
riveraine	ʁivʁɛn
rivet	ʁivɛ
rivière	ʁivjɛʁ
rixe	ʁiks
riyad	ʁijad
riz	ʁi
rizicultrice	ʁizikyltʁis
riziculture	ʁizikyltyʁ
rizière	ʁizjɛʁ
rizzuto	ʁidzuto
roadmap	ʁɔdmap
roba	ʁɔba
robai	ʁɔbe
robaient	ʁɔbɛ
robais	ʁɔbɛ
robait	ʁɔbɛ
robant	ʁɔbɑ̃
robas	ʁɔbɑ
robasse	ʁɔbas
robassent	ʁɔbas
robasses	ʁɔbas
robassiez	ʁɔbasje
robassions	ʁɔbasjɔ̃
robe	ʁɔb
robent	ʁɔb
rober	ʁɔbe
robera	ʁɔbʁa
roberai	ʁɔbʁe
roberaient	ʁɔbʁɛ
roberais	ʁɔbʁɛ
roberait	ʁɔbʁɛ
roberas	ʁɔbʁɑ
roberez	ʁɔbʁe
roberiez	ʁɔbəʁje
roberions	ʁɔbəʁjɔ̃
roberons	ʁɔbʁɔ̃
roberont	ʁɔbʁɔ̃
robert	ʁɔbɛʁ
roberte	ʁɔbɛʁt
roberts	ʁɔbɛʁ
robervalienne	ʁɔbɛʁvaljɛn
robespierrisme	ʁɔbɛspjɛʁism
robespierriste	ʁɔbɛspjɛʁist
robez	ʁɔbe
robichaud	ʁɔbiʃo
robiez	ʁɔbje
robin	ʁɔbɛ̃
robinet	ʁɔbinɛ
robinetterie	ʁɔbinɛtʁi
robions	ʁɔbjɔ̃
robons	ʁɔbɔ̃
roboratif	ʁɔbɔʁatif
robot	ʁɔbo
robotiser	ʁobotize
robotiser	ʁɔbɔtize
robuste	ʁɔbyst
robustesse	ʁɔbystɛs
robâmes	ʁɔbɑm
robât	ʁɔbɑ
robâtes	ʁɔbɑt
robèrent	ʁɔbɛʁ
robé	ʁɔbe
roc	ʁɔk
rocailleux	ʁɔkajø
rocambolesque	ʁɔkɑ̃bɔlɛsk
roch	ʁɔk
rochain	ʁɔʃɛ̃
roche	ʁɔʃ
rochefort	ʁɔʃfɔʁ
rochelais	ʁɔʃlɛ
rochelaise	ʁɔʃlɛz
rocher	ʁɔʃe
roches	ʁɔʃ
rock	ʁɔk
rocker	ʁɔke
rockeuse	ʁɔkøz
rococo	ʁɔkɔko
rodage	ʁɔdaʒ
rodave	ʁɔdav
roder	ʁɔde
rodin	ʁɔdɛ̃
rodinien	ʁɔdinjɛ̃
rodolphe	ʁɔdɔlf
roentgenium	ʁœntɡɛnjɔm
rogatoirement	ʁɔɡatwaʁmɑ̃
roger	ʁɔʒe
rogne	ʁɔɲ
rogner	ʁɔɲe
rognon	ʁɔɲɔ̃
rognure	ʁɔɲyʁ
rogomme	ʁɔɡɔm
rogue	ʁɔɡ
rohmérien	ʁɔmeʁjɛ̃
roi	ʁwa
roidement	ʁwadmɑ̃
roidi	ʁwadi
roidira	ʁwadiʁa
roidirai	ʁwadiʁe
roidiraient	ʁwadiʁɛ
roidirais	ʁwadiʁɛ
roidirait	ʁwadiʁɛ
roidiras	ʁwadiʁɑ
roidirent	ʁwadiʁ
roidirez	ʁwadiʁe
roidiriez	ʁwadiʁje
roidirions	ʁwadiʁjɔ̃
roidirons	ʁwadiʁɔ̃
roidiront	ʁwadiʁɔ̃
roidis	ʁwadi
roidissaient	ʁwadisɛ
roidissais	ʁwadisɛ
roidissait	ʁwadisɛ
roidissant	ʁwadisɑ̃
roidisse	ʁwadis
roidissent	ʁwadis
roidisses	ʁwadis
roidissez	ʁwadise
roidissiez	ʁwadisje
roidissions	ʁwadisjɔ̃
roidissons	ʁwadisɔ̃
roidit	ʁwadi
roidîmes	ʁwadim
roidît	ʁwadi
roidîtes	ʁwadit
rois	ʁwa
rois	ʁwɑ
roitelet	ʁwatlɛ
roland	ʁɔlɑ̃
rolande	ʁɔlɑ̃d
roller	ʁolœʁ
rollier	ʁɔlje
romain	ʁɔmɛ̃
romaine	ʁɔmɛn
romainement	ʁɔmɛnmɑ̃
romains	ʁɔmɛ̃
romaji	ʁɔmaʒi
roman	ʁɔmɑ̃
romance	ʁɔmɑ̃s
romancer	ʁɔmɑ̃se
romanche	ʁɔmɑ̃ʃ
romancier	ʁɔmɑ̃sje
romancière	ʁɔmɑ̃sjɛʁ
romane	ʁɔman
romanes	ʁɔman
romanesque	ʁɔmanɛsk
romanesquement	ʁɔmanɛskəmɑ̃
romania	ʁɔmanja
romanichel	ʁɔmaniʃɛl
romaniser	ʁɔmanize
romans	ʁɔmɑ̃
romantique	ʁomɑ̃tik
romarin	ʁɔmaʁɛ̃
romarins	ʁɔmaʁɛ̃
romariné	ʁɔmaʁine
rome	ʁɔm
rompre	ʁɔ̃pʁ
romsteck	ʁɔmstɛk
romuald	ʁɔmɥald
roméo	ʁɔmeo
ronan	ʁɔnan
ronan	ʁɔnɑ̃
ronce	ʁɔ̃s
ronces	ʁɔ̃s
ronchon	ʁɔ̃ʃɔ̃
ronchonner	ʁɔ̃ʃɔne
roncier	ʁɔ̃sje
ronciers	ʁɔ̃sje
rond	ʁɔ̃
ronde	ʁɔ̃d
rondeau	ʁɔ̃do
rondelet	ʁɔ̃dlɛ
rondelle	ʁɔ̃dɛl
rondement	ʁɔ̃dmɑ̃
rondes	ʁɔ̃d
rondin	ʁɔ̃dɛ̃
rondocubisme	ʁɔ̃dokybism
ronds	ʁɔ̃
ronfle	ʁɔ̃fl
ronflement	ʁɔ̃fləmɑ̃
ronfler	ʁɔ̃fle
ronfleur	ʁɔ̃flœʁ
ronger	ʁɔ̃ʒe
rongeur	ʁɔ̃ʒœʁ
rongeurs	ʁɔ̃ʒœʁ
ronron	ʁɔ̃ʁɔ̃
ronronnant	ʁɔ̃ʁɔnɑ̃
ronronnante	ʁɔ̃ʁɔnɑ̃t
ronronnantes	ʁɔ̃ʁɔnɑ̃t
ronronnants	ʁɔ̃ʁɔnɑ̃
ronronnement	ʁɔ̃ʁɔnmɑ̃
ronronner	ʁɔ̃ʁɔne
ronrons	ʁɔ̃ʁɔ̃
ronsardien	ʁɔ̃saʁdjɛ̃
ronéo	ʁoneo
ronéoter	ʁoneɔte
roque	ʁɔk
roquefort	ʁɔkfɔʁ
roquer	ʁɔke
roquette	ʁɔkɛt
rorqual	ʁɔʁkwal
rosace	ʁozas
rosalie	ʁozali
rosbif	ʁɔsbif
rose	ʁoz
rose	ʁɔz
roseau	ʁozo
roselin	ʁozlɛ̃
roseline	ʁozlin
roselière	ʁozəljɛʁ
roselyne	ʁozlin
roseraie	ʁozʁɛ
rosette	ʁozɛt
rosi	ʁozi
rosicrucianisme	ʁozikʁysjanism
rosicrucienne	ʁozikʁysjɛn
rosie	ʁozi
rosier	ʁozje
rosies	ʁozi
rosis	ʁozi
rosit	ʁozi
rosière	ʁozjɛʁ
rosse	ʁɔs
rosser	ʁɔse
rosses	ʁɔs
rossignol	ʁɔsiɲɔl
rossignolade	ʁɔsiɲɔlad
rossignole	ʁɔsiɲɔl
rossignoler	ʁɔsiɲɔle
rossignolet	ʁɔsiɲɔlɛ
rossignols	ʁɔsiɲɔl
rostrale	ʁɔstʁal
rostralement	ʁɔstʁalmɑ̃
rosâtre	ʁozɑtʁ
rosé	ʁoze
rosée	ʁoze
rosît	ʁozi
rot	ʁo
rotation	ʁɔtasjɔ̃
rotatrice	ʁɔtatʁis
rote	ʁɔt
rotengle	ʁɔtɑ̃ɡl
roter	ʁɔte
roteux	ʁɔtø
rothschild	ʁotʃild
rotond	ʁɔtɔ̃
rotonde	ʁɔtɔ̃d
rotoïde	ʁɔtɔid
rotule	ʁɔtyl
roture	ʁɔtyʁ
roturièrement	ʁɔtyʁjɛʁmɑ̃
roua	ʁwa
rouage	ʁwaʒ
rouai	ʁwe
rouaient	ʁwɛ
rouais	ʁwɛ
rouait	ʁwɛ
rouant	ʁwɑ̃
rouas	ʁwɑ
rouasse	ʁwas
rouassent	ʁwas
rouasses	ʁwas
rouassiez	ʁwasje
rouassions	ʁwasjɔ̃
roubaix	ʁubɛ
roubignole	ʁubiɲɔl
roublard	ʁublaʁ
rouble	ʁubl
roucoulement	ʁukulmɑ̃
roucouler	ʁukule
roudoudous	ʁududu
roue	ʁu
rouelle	ʁwɛl
rouen	ʁwɑ̃
rouent	ʁu
rouer	ʁue
rouer	ʁwe
rouera	ʁuʁa
rouerai	ʁuʁe
roueraient	ʁuʁɛ
rouerais	ʁuʁɛ
rouerait	ʁuʁɛ
roueras	ʁuʁɑ
rouerez	ʁuʁe
rouerie	ʁuʁi
roueriez	ʁuʁje
rouerions	ʁuʁjɔ̃
rouerons	ʁuʁɔ̃
roueront	ʁuʁɔ̃
rouet	ʁwɛ
rouette	ʁwɛt
rouez	ʁwe
rouf	ʁuf
rouflaquettes	ʁuflakɛt
rougail	ʁuɡaj
rougarou	ʁuɡaʁu
rouge	ʁuʒ
rougeau	ʁuʒo
rougeaud	ʁuʒo
rougeoiement	ʁuʒwamɑ̃
rougeole	ʁuʒɔl
rougeoleuse	ʁuʒɔløz
rougeoyer	ʁuʒwaje
rougepiluler	ʁuʒpilyle
rougequeue	ʁuʒkø
rouget	ʁuʒɛ
rougeur	ʁuʒœʁ
rougeâtre	ʁuʒɑtʁ
rougir	ʁuʒiʁ
rouiez	ʁuje
rouille	ʁuj
rouiller	ʁuje
rouilleuse	ʁujøz
rouillé	ʁuje
rouions	ʁujɔ̃
rouir	ʁwiʁ
rouissage	ʁwisaʒ
rouissoir	ʁwiswaʁ
rouleau	ʁulo
rouler	ʁule
roulette	ʁulɛt
roulotte	ʁulɔt
roumain	ʁumɛ̃
roumaine	ʁumɛn
roumanie	ʁumani
roumieu	ʁumjø
roumieux	ʁumjø
round	ʁund
rouons	ʁwɔ̃
roupiller	ʁupije
roupillon	ʁupijɔ̃
rouquin	ʁukɛ̃
rouquine	ʁukin
rouquines	ʁukin
rouquins	ʁukɛ̃
rouscailler	ʁuskaje
rouspéter	ʁuspete
roussanne	ʁusan
rousse	ʁus
rousseau	ʁuso
rousseauiste	ʁusoist
roussette	ʁusɛt
rousseur	ʁusœʁ
roussillon	ʁusijɔ̃
roussillonnais	ʁusijɔnɛ
roussillonnaise	ʁusijɔnɛz
roussâtre	ʁusɑtʁ
routa	ʁuta
routai	ʁute
routaient	ʁutɛ
routais	ʁutɛ
routait	ʁutɛ
routant	ʁutɑ̃
routard	ʁutaʁ
routards	ʁutaʁ
routas	ʁutɑ
routasse	ʁutas
routassent	ʁutas
routasses	ʁutas
routassiez	ʁutasje
routassions	ʁutasjɔ̃
route	ʁut
routent	ʁut
router	ʁute
routera	ʁutʁa
routerai	ʁutʁe
routeraient	ʁutʁɛ
routerais	ʁutʁɛ
routerait	ʁutʁɛ
routeras	ʁutʁɑ
routerez	ʁutʁe
routeriez	ʁutəʁje
routerions	ʁutəʁjɔ̃
routerons	ʁutʁɔ̃
routeront	ʁutʁɔ̃
routeur	ʁutœʁ
routeurs	ʁutœʁ
routez	ʁute
routiez	ʁutje
routine	ʁutin
routinier	ʁutinje
routions	ʁutjɔ̃
routons	ʁutɔ̃
routâmes	ʁutɑm
routât	ʁutɑ
routâtes	ʁutɑt
routèrent	ʁutɛʁ
routé	ʁute
rouvenac	ʁuvnak
rouvraie	ʁuvʁɛ
rouvre	ʁuvʁ
rouvrir	ʁuvʁiʁ
roux	ʁu
rouâmes	ʁwɑm
rouât	ʁwɑ
rouâtes	ʁwɑt
rouèrent	ʁwɛʁ
roué	ʁwe
roxane	ʁɔksan
roy	ʁwa
roy	ʁɔj
royal	ʁwajal
royalement	ʁwajalmɑ̃
royalisme	ʁwajalism
royaliste	ʁwajalist
royaume	ʁwajom
royauté	ʁwajote
royaux	ʁwajo
royer	ʁɔje
roze	ʁoz
rpc	ɛʁpese
rro	ɛʁɛʁo
rsvp	ɛʁɛsvepe
rtfm	ɛʁteɛfɛm
ru	ʁy
ruade	ʁɥad
rubalise	ʁybaliz
ruban	ʁybɑ̃
rubanier	ʁybanje
rubanière	ʁybanjɛʁ
rubans	ʁybɑ̃
ruben	ʁybɛn
rubicond	ʁybikɔ̃
rubidium	ʁybidjɔm
rubriciste	ʁybʁisist
rubrique	ʁybʁik
rubrène	ʁybʁɛn
rubéole	ʁybeɔl
rubéoleuse	ʁybeɔløz
ruche	ʁyʃ
rucher	ʁyʃe
ruck	ʁœk
rude	ʁyd
rudes	ʁyd
rudesse	ʁydɛs
rudimentaire	ʁydimɑ̃tɛʁ
rudimentaires	ʁydimɑ̃tɛʁ
rudoyer	ʁydwaje
rue	ʁy
ruelle	ʁɥɛl
ruer	ʁɥe
ruffian	ʁyfjɑ̃
rufian	ʁyfjɑ̃
rugby	ʁydbi
rugby	ʁyɡbi
rugbyman	ʁydbiman
rugbyman	ʁyɡbiman
rugbywoman	ʁydbiwoman
rugbywoman	ʁyɡbiwoman
rugir	ʁyʒiʁ
rugis	ʁyʒi
rugissement	ʁyʒismɑ̃
rugosité	ʁyɡozite
rugueusement	ʁyɡøzmɑ̃
rugueux	ʁyɡø
ruine	ʁɥin
ruiner	ʁɥine
ruines	ʁɥin
ruisseau	ʁɥiso
ruisseler	ʁɥisle
ruisselet	ʁɥislɛ
ruissellement	ʁɥisɛlmɑ̃
rumba	ʁumba
rumen	ʁymɛn
rumeur	ʁymœʁ
ruminant	ʁyminɑ̃
rumination	ʁyminasjɔ̃
ruminer	ʁymine
rumsteck	ʁɔmstɛk
rune	ʁyn
runiforme	ʁynifɔʁm
rupa	ʁypa
rupai	ʁype
rupaient	ʁypɛ
rupais	ʁypɛ
rupait	ʁypɛ
rupant	ʁypɑ̃
rupas	ʁypɑ
rupasse	ʁypas
rupassent	ʁypas
rupasses	ʁypas
rupassiez	ʁypasje
rupassions	ʁypasjɔ̃
rupe	ʁyp
rupent	ʁyp
ruper	ʁype
rupera	ʁypʁa
ruperai	ʁypʁe
ruperaient	ʁypʁɛ
ruperais	ʁypʁɛ
ruperait	ʁypʁɛ
ruperas	ʁypʁɑ
ruperez	ʁypʁe
ruperiez	ʁypəʁje
ruperions	ʁypəʁjɔ̃
ruperons	ʁypʁɔ̃
ruperont	ʁypʁɔ̃
rupes	ʁyp
rupestre	ʁypɛstʁ
rupez	ʁype
rupicole	ʁypikɔl
rupiez	ʁypje
rupions	ʁypjɔ̃
rupons	ʁypɔ̃
rupture	ʁyptyʁ
rupâmes	ʁypɑm
rupât	ʁypɑ
rupâtes	ʁypɑt
rupèrent	ʁypɛʁ
rupé	ʁype
rural	ʁyʁal
rurbanisation	ʁyʁbanizasjɔ̃
ruremonde	ʁyʁmɔ̃d
ruse	ʁyz
ruser	ʁyze
russe	ʁys
russes	ʁys
russie	ʁysi
russien	ʁysjɛ̃
russophone	ʁysɔfɔn
russophones	ʁysɔfɔn
rustaud	ʁysto
rusticité	ʁystisite
rustique	ʁystik
rustre	ʁystʁ
rusé	ʁyze
rut	ʁyt
rutabaga	ʁytabaɡa
ruth	ʁyt
rutherfordium	ʁytɛʁfɔʁdjɔm
ruthène	ʁytɛn
ruthénium	ʁytenjɔm
ruée	ʁɥe
rwanda	ʁwɑ̃da
rwandais	ʁwɑ̃dɛ
rythme	ʁitm
rythmicien	ʁitmisjɛ̃
rythmique	ʁitmik
rythmé	ʁitme
râ	ʁa
râble	ʁɑbl
râcler	ʁɑkle
râle	ʁɑl
râler	ʁɑle
râleur	ʁɑlœʁ
râlocher	ʁɑlɔʃe
râpe	ʁɑp
râper	ʁɑpe
râpé	ʁɑpe
râteau	ʁɑto
râtelier	ʁɑtəlje
règle	ʁɛɡl
règlement	ʁɛɡləmɑ̃
règlementaire	ʁɛɡləmɑ̃tɛʁ
règlementation	ʁɛɡləmɑ̃tasjɔ̃
règlementer	ʁɛɡləmɑ̃te
règles	ʁɛɡl
règne	ʁɛɲ
ré	ʁe
réa	ʁea
réabonner	ʁeabɔne
réabsorber	ʁeapsɔʁbe
réac	ʁeak
réaccélérer	ʁeakseleʁe
réactant	ʁeaktɑ̃
réaction	ʁeaksjɔ̃
réactivement	ʁeaktivmɑ̃
réactiver	ʁeaktive
réactivé	ʁeaktive
réactivée	ʁeaktive
réactivées	ʁeaktive
réactivés	ʁeaktive
réactualiser	ʁeaktɥalize
réadapter	ʁeadapte
réadmettre	ʁeadmɛtʁ
